Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Hatchback,8,208804,95,1503,42,16.8,12.43,40,30,Good,Low,7,Yes,50000-80000,56630.91246
Hatchback,12,193448,91,3183,27,17.1,11.85,41,30,Critical,Low,11,No,10000-25000,17628.95865
Sedan,3,208388,92,827,43,17.6,11.72,44,30,Good,Low,5,No,80000+,96513.83025
Truck,5,24125,116,1315,28,6.7,12.57,41,28,Worn,Low,4,Yes,10000-25000,16063.56522
Truck,4,173569,111,3208,31,8.7,12.47,41,33,Critical,High,9,No,0-3000,2904.371271
Truck,11,26789,104,1199,24,9,11.74,39,29,Worn,High,7,No,10000-25000,18033.05506
Hatchback,7,60873,93,694,41,22.2,12.54,27,36,Good,Low,5,No,80000+,95228.79031
Truck,2,82439,106,3378,28,4.4,11.73,41,31,Moderate,Low,2,No,25000-50000,27693.81274
Hatchback,6,233032,93,3347,34,20.8,12.79,37,36,Worn,High,4,Yes,10000-25000,12849.03148
Truck,5,108220,95,854,32,7.7,12.01,29,33,Good,Medium,4,No,25000-50000,29471.5884
Sedan,6,56101,89,3235,25,14,12.21,38,34,Good,Medium,4,Yes,50000-80000,62165.76539
Truck,6,68555,110,1810,20,6.8,12.52,39,29,Good,Low,9,No,10000-25000,12440.54844
Hatchback,12,41602,90,2064,47,20.2,12.3,33,31,Good,Low,3,No,80000+,96701.26562
Hatchback,9,15628,91,2767,40,17.4,11.78,28,32,Good,Low,6,No,80000+,101069.246
Sedan,8,154059,87,1983,29,15.1,11.75,28,36,Good,Low,6,No,80000+,87220.05427
SUV,9,121734,108,2008,26,8.7,11.9,35,30,Moderate,Low,6,No,25000-50000,49222.93012
Sedan,6,58468,91,3259,28,17.4,11.81,37,34,Worn,Low,11,No,25000-50000,31864.09558
Truck,2,170824,96,1385,34,4.4,12.14,33,32,Good,Low,3,No,50000-80000,51412.31248
SUV,6,140156,104,615,28,14.8,12.06,25,34,Good,High,9,No,25000-50000,49125.29708
Hatchback,2,159182,87,1435,41,15,11.88,38,36,Good,Low,6,No,80000+,89031.77268
Sedan,5,45018,87,1891,40,13.5,12.4,33,35,Good,Medium,9,No,80000+,87717.73668
Truck,12,236577,115,1719,23,11.2,11.87,35,29,Worn,Medium,8,No,10000-25000,21441.42028
SUV,9,33710,95,749,28,12.9,12.44,40,30,Good,Low,2,Yes,80000+,87380.68102
Truck,2,92893,96,3285,26,8.5,12.48,41,28,Worn,High,8,Yes,3000-10000,7388.914218
SUV,12,173594,103,1729,35,9.9,12.65,30,31,Worn,Low,3,No,50000-80000,59091.45962
Truck,9,89510,111,2443,25,7.8,12.51,27,33,Moderate,High,6,Yes,0-3000,1365.847759
Truck,7,176228,107,923,26,6.2,11.81,38,28,Good,Medium,9,No,10000-25000,11275.60112
Hatchback,2,34205,87,2304,39,17.5,12.72,29,28,Good,Low,5,No,80000+,88266.31061
Sedan,4,237117,97,3246,31,17.1,12.14,25,36,Worn,High,9,No,10000-25000,24227.3432
SUV,6,183646,104,931,26,9.5,12.64,44,36,Moderate,Medium,5,No,50000-80000,70937.12568
SUV,9,130827,98,2123,34,10.6,11.82,41,34,Moderate,Low,6,No,50000-80000,52373.64091
Truck,10,104072,99,1925,20,3.2,12.25,25,29,Good,Medium,4,No,10000-25000,13590.42517
Truck,1,8415,108,2872,24,5.7,12.62,27,30,Critical,Medium,12,Yes,0-3000,1601.935304
Hatchback,11,118538,88,2902,36,19.9,12.39,40,33,Critical,Low,9,No,50000-80000,74131.42063
Hatchback,12,27064,86,1415,34,21.1,12.54,40,30,Critical,High,2,No,10000-25000,12258.37015
Sedan,7,28241,93,2353,41,15.9,11.97,30,36,Good,Low,11,No,50000-80000,76884.32718
Hatchback,5,231889,91,2269,33,21,12.65,32,31,Moderate,Low,12,No,25000-50000,48881.49055
SUV,5,205734,101,1282,42,14.3,11.94,45,34,Critical,Low,1,No,50000-80000,74246.40453
Sedan,4,144843,86,3370,31,13.7,12.61,38,33,Good,Low,4,Yes,50000-80000,60189.05932
SUV,4,240918,96,2085,38,8,12.19,34,31,Good,Low,4,No,80000+,101195.9668
Hatchback,1,20755,93,2795,48,15.9,12.27,31,28,Good,Medium,8,No,80000+,90819.44813
Sedan,6,223664,96,2158,30,16.9,11.81,26,36,Critical,High,7,No,3000-10000,9786.11811
Sedan,11,90040,86,2410,27,15.2,11.82,42,34,Good,Low,5,No,80000+,92952.89304
Truck,8,27379,108,676,37,5.1,12.42,38,29,Moderate,Medium,3,No,10000-25000,18827.56664
Sedan,4,161095,97,2097,31,16.1,12.25,43,31,Good,Low,1,Yes,50000-80000,66324.41058
Truck,1,18477,114,1325,22,6.3,12.76,25,29,Moderate,Low,12,No,3000-10000,8529.67712
Truck,7,56413,96,3482,24,4.5,12.51,43,29,Moderate,Medium,1,No,25000-50000,43736.37941
Truck,6,222081,107,2667,27,6.5,12.59,35,28,Moderate,Medium,8,No,10000-25000,10605.61492
Sedan,12,185214,97,1859,38,16.2,12.12,38,32,Good,Low,1,No,80000+,95890.22164
Sedan,4,93593,92,2437,40,17.7,12.77,40,28,Good,High,4,No,50000-80000,75138.29472
Truck,7,19480,94,3142,33,10.6,12.27,33,32,Worn,Low,4,No,50000-80000,57553.75356
Sedan,10,228657,89,2114,36,14.3,11.82,39,31,Good,Low,7,No,80000+,85308.51123
Sedan,1,133364,95,1037,41,12.7,11.71,25,34,Moderate,Low,3,No,50000-80000,74152.3975
Hatchback,3,241569,92,1181,37,14.3,12.17,38,36,Good,Low,8,Yes,80000+,103325.4229
Sedan,4,147019,99,2292,40,15.4,11.8,45,33,Good,Low,1,No,80000+,85692.39173
Hatchback,7,51172,86,1160,34,22,11.91,36,31,Good,Medium,12,No,25000-50000,31269.27902
Hatchback,8,218837,96,2824,32,17.7,12.71,30,33,Good,High,11,No,10000-25000,15564.19713
SUV,6,176925,93,2549,27,9.6,12.27,30,33,Good,Low,2,No,80000+,95340.24172
Hatchback,9,140871,91,1872,43,20.4,12.66,29,32,Worn,Low,5,No,80000+,88948.97396
Hatchback,5,236141,85,632,33,18,12.64,43,29,Good,Low,1,No,80000+,96013.30811
Sedan,8,33825,88,2901,32,15.9,12.02,36,34,Worn,Low,1,Yes,50000-80000,55215.16742
Sedan,10,224298,83,3334,33,13,12.22,37,29,Moderate,High,9,No,25000-50000,27753.29092
Sedan,10,37957,100,2682,38,16.6,11.85,32,32,Good,Low,11,No,50000-80000,75804.04935
Sedan,5,20148,92,2020,32,15.3,12.53,34,33,Good,Low,3,No,80000+,94766.49784
Truck,10,119905,104,1043,28,4.5,12.19,31,32,Good,Low,11,No,25000-50000,25013.06983
Truck,9,242953,101,2363,37,4.2,12.13,39,32,Critical,Low,6,No,25000-50000,39482.05422
SUV,12,119746,100,1058,40,11,12.69,36,36,Moderate,High,7,No,25000-50000,46098.12988
Sedan,8,147103,95,1258,39,14.6,12.09,41,30,Good,Low,12,No,50000-80000,67455.20376
SUV,10,55935,104,3272,30,8.9,12.36,38,36,Worn,Medium,5,No,50000-80000,75604.5584
Hatchback,5,238898,90,859,46,19.3,12.75,45,29,Moderate,Low,4,No,80000+,92734.85826
SUV,1,39368,95,3317,37,13.1,12.66,44,29,Good,Medium,5,No,80000+,96317.42868
Sedan,8,243775,96,1338,30,12.9,12.39,44,33,Critical,Low,11,Yes,3000-10000,7659.042163
Sedan,6,149765,94,1886,32,13.4,12.13,38,33,Worn,Low,12,No,25000-50000,26344.78825
Sedan,11,136720,95,1719,35,13.8,11.7,30,34,Good,High,5,No,25000-50000,41427.02029
Hatchback,8,232057,89,2917,41,19.3,11.98,33,34,Good,Low,5,No,80000+,96755.08599
Hatchback,1,131494,88,2334,34,15.9,11.87,33,36,Moderate,Low,12,No,25000-50000,37982.73729
Sedan,2,58306,92,746,35,19.2,12.4,34,35,Moderate,Medium,9,No,50000-80000,77555.30301
Hatchback,12,218035,91,995,38,18,12.54,30,36,Moderate,Medium,7,Yes,50000-80000,50622.81765
SUV,6,198109,96,2819,29,10.1,12.21,34,29,Good,Low,11,No,50000-80000,63901.14917
SUV,6,82387,108,3098,22,11.7,12.14,40,28,Good,Medium,10,No,25000-50000,35950.61845
Sedan,1,239271,99,1059,35,15.1,12.06,31,33,Good,Low,6,No,50000-80000,76339.25966
SUV,3,157417,95,2500,42,12.8,11.71,38,34,Good,Low,5,No,80000+,85764.63274
SUV,10,116137,102,2779,29,12,12.38,35,29,Moderate,High,11,No,10000-25000,14835.75687
Sedan,2,97433,96,1178,31,16.3,11.73,30,33,Good,High,7,No,25000-50000,26850.66398
Sedan,8,71808,94,2375,33,17.9,11.86,33,35,Good,Medium,3,Yes,50000-80000,55924.42773
Truck,8,47761,100,3029,24,3.7,11.79,39,29,Good,Low,7,No,50000-80000,50808.16257
SUV,12,44720,92,2377,37,8.8,12.58,29,28,Good,Low,10,No,80000+,89737.54978
Sedan,3,162214,86,3128,38,11.3,12.26,25,29,Critical,High,5,No,10000-25000,11057.49627
Truck,5,60329,113,1105,24,7.5,12.47,45,31,Worn,High,1,No,3000-10000,5951.992374
SUV,1,6902,100,2437,34,9.4,12,44,28,Good,Low,10,No,80000+,96457.2879
Truck,2,51072,101,3435,18,10.5,11.71,26,32,Good,Medium,11,Yes,3000-10000,3866.062593
Hatchback,10,16853,86,1881,42,21,12.49,40,34,Good,Medium,1,No,80000+,86088.69758
SUV,6,236489,98,3053,40,7.6,12.34,44,33,Worn,Medium,8,No,50000-80000,58487.77543
Truck,2,209985,106,958,28,5.8,12.47,35,32,Moderate,High,3,No,3000-10000,6460.651952
SUV,8,143693,92,1822,27,11.7,12.64,30,30,Worn,Medium,2,Yes,50000-80000,68269.01098
Sedan,4,195987,102,2767,40,11.7,11.85,31,35,Good,Low,2,No,80000+,103996.6886
Hatchback,1,68217,87,1693,36,15.7,12.69,35,32,Good,High,12,Yes,10000-25000,17460.90994
Hatchback,1,185225,86,2630,33,22.4,12.43,27,32,Good,Low,2,No,80000+,87665.75018
Sedan,6,128424,88,2260,39,13.8,12.17,35,28,Good,High,3,No,50000-80000,64564.14282
Sedan,6,91749,98,745,34,18.4,11.74,27,34,Good,Low,6,No,50000-80000,76403.08697
Sedan,6,81555,89,2869,43,13.9,11.9,31,35,Good,High,4,No,50000-80000,55772.87137
Truck,2,150829,107,2482,33,6.9,12.56,25,32,Good,Low,6,No,25000-50000,42619.41407
Sedan,4,41170,94,2517,33,15.8,12.38,44,36,Good,Low,7,No,80000+,102172.4762
Hatchback,10,126088,90,2745,40,14.3,12.36,35,31,Good,Low,10,Yes,80000+,95128.22076
Sedan,12,230582,97,1034,37,16.1,12.42,29,28,Good,Low,11,No,50000-80000,79464.5248
Sedan,3,122525,96,1490,31,17.4,12.09,37,36,Good,Low,3,No,50000-80000,61900.25063
SUV,5,98165,107,1231,32,11.4,12.5,36,32,Good,Low,11,No,25000-50000,29656.72234
Truck,4,175993,100,2077,19,6.8,12.34,45,34,Good,Low,6,No,25000-50000,35217.09253
Truck,9,156897,99,1721,29,7.8,12.03,37,34,Good,Medium,12,No,10000-25000,14741.87244
SUV,5,138029,105,2930,27,9.7,12,37,34,Good,Medium,8,No,50000-80000,53089.21602
Sedan,8,138706,87,2970,35,18.1,12.57,34,33,Good,Medium,11,No,25000-50000,48289.46313
Sedan,12,80297,87,2946,28,17.6,12.78,42,31,Moderate,Medium,3,No,50000-80000,78006.75022
Hatchback,2,130468,92,3390,39,13.1,12.6,35,28,Good,Low,11,No,50000-80000,75340.99886
Hatchback,2,119811,95,2109,47,14.1,11.7,42,30,Good,Medium,5,No,50000-80000,57511.39775
Sedan,5,146848,84,2819,31,18.1,12.34,30,32,Worn,Medium,2,No,50000-80000,58249.48204
SUV,3,224284,105,1702,34,8.5,11.77,28,35,Moderate,High,9,No,25000-50000,25115.18508
Truck,4,238565,101,1572,37,7.4,11.7,26,29,Worn,Low,2,No,50000-80000,69775.77158
Hatchback,12,215473,87,2730,45,21,12.79,36,31,Good,Low,8,No,80000+,99828.28148
SUV,11,247313,103,3247,31,9.6,12.6,36,28,Moderate,Medium,1,No,50000-80000,79707.5435
Hatchback,1,73336,95,1775,29,15.5,12.39,28,35,Worn,Low,1,Yes,50000-80000,59321.70491
Sedan,8,90637,99,3290,31,14.3,11.97,44,32,Critical,Low,9,No,25000-50000,27756.21409
Hatchback,4,224786,97,1956,41,16.7,11.98,42,35,Good,High,12,Yes,10000-25000,13655.05774
Hatchback,1,154712,85,1658,30,17.6,11.96,30,28,Critical,Low,4,No,25000-50000,43916.21009
Truck,6,21307,100,1953,26,7.4,12.45,30,31,Moderate,High,6,No,10000-25000,16711.33441
Sedan,3,28521,90,3298,38,16.6,11.79,41,36,Good,Medium,10,No,80000+,91325.75867
Truck,1,71290,104,1428,29,6.7,11.92,37,34,Critical,Low,5,No,10000-25000,21389.52142
Hatchback,3,54443,86,1962,37,16.5,11.99,40,29,Good,Low,10,No,80000+,89895.18851
Truck,11,223796,105,1100,21,9.2,11.75,38,29,Moderate,High,4,No,3000-10000,4788.479939
Hatchback,3,138565,92,2065,32,20.1,12.08,35,32,Critical,High,11,No,3000-10000,9715.553332
Truck,6,63385,101,2195,20,5.8,12.33,34,30,Good,High,9,Yes,3000-10000,8212.750638
Sedan,7,110179,96,3459,40,11.3,12.45,27,35,Good,Low,7,No,80000+,103590.3978
Truck,2,68534,115,2211,29,7.7,12.37,40,34,Moderate,Low,4,Yes,10000-25000,15847.29126
Hatchback,1,207863,89,3468,38,17.2,12.45,39,35,Moderate,Low,5,No,80000+,91043.39839
SUV,10,131581,100,1375,42,10.6,11.84,31,33,Moderate,Low,12,No,50000-80000,67687.17858
Truck,10,87562,116,1670,18,5.2,12.15,38,29,Moderate,Low,9,No,3000-10000,8965.711029
Sedan,1,120522,95,1958,42,14.2,12.76,34,29,Good,High,10,No,25000-50000,26889.96839
Hatchback,1,157848,93,974,36,18.9,12.33,40,36,Worn,Low,9,No,80000+,85726.15801
Truck,8,224983,111,2949,24,6.4,11.99,27,33,Good,Medium,3,No,10000-25000,23982.72938
Truck,7,210631,110,1806,18,8.8,12.31,41,35,Good,Low,11,No,3000-10000,3079.346259
Sedan,3,127481,96,2709,34,14.8,12.25,27,34,Good,Low,8,No,50000-80000,54537.99321
Truck,9,208044,100,2437,18,6.3,12.64,42,35,Worn,High,3,Yes,0-3000,1134.808073
Hatchback,9,72002,94,1641,29,21.3,11.75,30,35,Worn,Low,5,No,50000-80000,62665.17532
SUV,10,78139,102,920,30,9.1,12.1,40,32,Good,Medium,10,No,50000-80000,51921.79589
SUV,11,5586,96,2160,26,11.8,12.71,35,30,Moderate,High,3,Yes,10000-25000,18100.26172
SUV,9,169706,104,1680,30,13,12.16,36,35,Worn,High,6,No,25000-50000,37758.81646
Truck,1,133053,97,1038,15,5.2,12.44,42,30,Moderate,Medium,10,No,10000-25000,10020.22925
SUV,6,111754,92,2995,32,12.4,12.13,33,31,Good,Medium,5,No,80000+,86845.68942
Truck,6,112719,114,3311,17,6.7,12.39,31,32,Critical,Low,12,No,0-3000,311.7265428
Sedan,4,121576,98,2504,40,12.8,11.93,29,32,Moderate,Medium,5,No,50000-80000,67597.4976
Truck,2,172423,94,1993,29,10.5,12.58,34,31,Good,Medium,2,No,50000-80000,69655.14595
SUV,7,223536,88,2908,41,11.4,11.75,32,34,Good,Medium,12,No,50000-80000,76094.33986
Hatchback,12,196897,88,2470,48,19.9,12.61,32,33,Good,Low,9,No,80000+,94073.57632
Hatchback,9,214791,93,760,47,15.5,12.23,37,36,Good,High,5,No,50000-80000,71828.41616
Truck,8,189329,108,1991,20,3.7,12.04,42,35,Critical,Medium,8,No,0-3000,2729.064534
SUV,12,224204,89,2688,32,12.3,11.93,27,30,Good,Low,10,No,80000+,91547.11517
SUV,6,230615,99,1766,28,11.3,11.73,29,33,Good,Medium,10,No,50000-80000,67621.27323
SUV,2,231248,92,3459,39,7.2,12.08,30,36,Worn,Medium,7,Yes,50000-80000,63443.25862
Truck,2,18800,99,3135,31,8.5,12.57,40,32,Worn,Medium,3,No,25000-50000,29820.23756
Hatchback,7,208410,94,1702,37,19,12.02,36,29,Good,High,9,No,50000-80000,62231.60751
Sedan,10,134852,89,2588,41,14.6,12.5,27,28,Good,Low,6,No,80000+,86373.92476
Truck,3,7100,107,3489,22,9.1,12.31,42,32,Worn,High,4,No,3000-10000,5897.258746
SUV,11,115867,98,2341,24,10.8,11.86,28,32,Worn,Medium,8,No,50000-80000,64154.89458
Sedan,7,245284,98,3078,33,17.7,11.84,42,28,Moderate,Low,7,No,50000-80000,71997.8311
Hatchback,7,38680,87,2509,31,20.9,12.06,33,30,Good,Low,8,No,80000+,97622.84836
Truck,6,93549,92,1666,24,7.4,12.59,38,30,Good,Low,8,No,50000-80000,60772.25633
Sedan,6,41716,95,1608,33,16.1,12.34,45,32,Moderate,Low,1,No,50000-80000,57965.81697
SUV,1,121968,96,678,30,7.2,12.52,44,30,Worn,High,4,No,25000-50000,31259.95295
Hatchback,9,220506,84,2977,38,16.3,11.75,28,35,Worn,Low,7,Yes,50000-80000,66883.41833
Truck,11,54632,114,673,25,5.9,12.48,25,32,Good,Medium,1,No,25000-50000,28291.82072
SUV,10,120257,89,2090,34,9.8,12.16,35,35,Good,Low,3,No,80000+,102261.7216
SUV,1,210626,90,3324,26,10.3,11.94,38,31,Worn,High,10,No,25000-50000,41583.18117
Hatchback,2,202649,97,1211,42,18.9,12.55,27,32,Critical,Low,3,No,25000-50000,47349.23051
SUV,7,175466,93,632,29,11.1,11.7,45,30,Good,Medium,2,No,80000+,86204.1354
Sedan,6,15813,85,1358,34,12.9,12.05,25,32,Good,Low,11,No,50000-80000,71210.53329
Sedan,11,165279,86,1679,36,15.7,12.29,34,35,Good,Medium,11,No,50000-80000,53101.56065
SUV,7,125124,103,2412,37,12,11.72,27,36,Moderate,Medium,11,No,25000-50000,32228.61906
Hatchback,7,83217,96,1010,42,17.2,12.28,30,36,Good,Medium,5,No,50000-80000,53972.30544
SUV,4,225575,97,1296,35,14.7,12.22,31,30,Good,Medium,11,No,25000-50000,49783.01704
SUV,4,218725,100,787,33,14.3,12.21,44,31,Worn,Low,11,No,25000-50000,33944.81939
SUV,9,249757,99,1657,36,7.6,12.67,26,35,Worn,Medium,2,Yes,50000-80000,63436.14837
SUV,9,8203,105,743,37,7.3,11.76,28,30,Good,Medium,1,Yes,80000+,100386.786
SUV,10,102865,100,3328,28,12.1,12.24,45,31,Good,Low,12,No,50000-80000,79716.91143
Sedan,10,192448,89,2308,31,11.5,12.23,38,35,Worn,Low,6,Yes,50000-80000,53659.46742
Hatchback,8,77081,88,1851,32,20.9,11.87,28,34,Worn,Low,3,Yes,50000-80000,60385.53199
SUV,4,75944,104,1632,41,13.2,12.66,30,35,Good,High,5,No,50000-80000,73156.13935
Hatchback,4,33078,87,1047,36,16.2,11.73,45,32,Good,Low,12,No,50000-80000,72152.36362
Truck,6,85991,105,804,27,7,12.51,39,28,Moderate,Medium,5,No,25000-50000,43879.03198
Hatchback,2,133970,93,1445,33,19.9,11.79,30,35,Moderate,Low,12,No,25000-50000,29376.0081
SUV,3,92185,90,2083,36,9.6,11.84,37,34,Moderate,Medium,8,No,80000+,95028.00323
SUV,10,134283,89,2291,39,12.1,11.95,32,31,Good,Low,3,Yes,80000+,100516.3282
Sedan,2,26386,92,641,25,16.1,12.69,42,36,Worn,Low,8,Yes,50000-80000,62044.37867
Sedan,12,247913,91,3264,39,13.3,12.35,29,35,Good,Low,5,No,80000+,93401.72863
Hatchback,7,96861,99,679,43,20.4,12.57,30,35,Moderate,High,4,No,25000-50000,32421.20853
Sedan,8,226465,100,1205,35,16,12.55,27,33,Moderate,High,12,No,3000-10000,3430.070763
Sedan,11,176969,100,903,33,16.4,12.64,26,36,Good,Low,8,No,50000-80000,74920.96527
Hatchback,12,166512,97,1355,45,16,11.71,45,32,Good,Medium,7,No,50000-80000,63451.2749
SUV,2,162490,98,682,31,7.3,12.28,40,30,Moderate,Medium,2,No,50000-80000,70983.4549
Sedan,5,56456,98,2082,35,17.5,12.08,38,34,Good,Low,4,No,50000-80000,71174.8676
SUV,3,247117,103,2303,36,13.2,12.77,31,28,Moderate,High,7,No,25000-50000,37442.99504
Hatchback,8,104343,97,3420,36,14.8,12.4,43,28,Good,Low,4,No,80000+,90574.96011
Sedan,6,80114,90,1400,31,14.3,12.55,26,33,Critical,Medium,1,No,25000-50000,42057.45251
Truck,9,63838,108,3332,25,3.7,11.86,44,33,Good,Low,10,No,25000-50000,49370.34804
Sedan,11,88369,98,3434,28,17.8,12.06,26,28,Moderate,High,4,Yes,10000-25000,13607.27943
SUV,3,99823,87,2397,40,10.1,12.1,38,35,Critical,Low,1,Yes,50000-80000,53147.24849
Truck,12,35212,108,3171,30,3.9,12.33,29,33,Moderate,High,1,No,3000-10000,9583.353456
Hatchback,4,143985,88,1946,41,22.2,12.42,41,35,Good,Low,2,Yes,80000+,93244.72436
Truck,7,106720,101,2742,36,5.9,12.01,30,36,Good,Low,1,No,80000+,85954.97789
Truck,3,112174,112,1738,31,10.6,11.97,41,36,Good,Low,9,No,25000-50000,42787.91844
Hatchback,3,214386,94,1940,32,21.1,12.28,26,32,Critical,Low,3,No,25000-50000,29011.84731
Sedan,9,32700,93,2939,28,16.9,12.76,39,34,Good,Low,9,No,80000+,93145.68077
Truck,8,155983,114,1889,33,9.5,12.77,28,34,Good,Medium,10,No,10000-25000,23846.23512
Sedan,10,59603,93,3108,36,16,12.6,45,31,Moderate,Medium,4,No,50000-80000,61253.68587
Sedan,9,162321,86,2446,34,15.8,11.93,27,31,Good,Medium,4,No,50000-80000,52900.9224
Hatchback,10,26738,94,3085,43,20.8,12.63,32,34,Moderate,Low,10,No,80000+,87791.93192
Truck,5,121523,112,3209,26,5.7,12.09,29,31,Moderate,Low,10,No,10000-25000,20905.47427
SUV,8,150874,94,1930,25,10.6,12.48,27,34,Worn,High,9,No,25000-50000,48840.16348
Truck,1,203503,95,3431,20,7.3,12.2,32,28,Critical,Low,6,No,3000-10000,6098.651849
SUV,1,152283,100,636,27,12.9,12.17,34,34,Moderate,Low,5,No,50000-80000,77604.39235
Hatchback,1,156221,86,881,34,17.1,12.12,38,29,Critical,Low,8,No,25000-50000,32135.51783
Truck,3,109810,109,1367,33,8,12.63,41,35,Good,Medium,8,No,10000-25000,24368.37476
Hatchback,9,67342,87,703,41,14.3,12.62,41,32,Good,Low,11,No,50000-80000,65204.87525
SUV,3,181884,96,1641,26,13.6,12.31,31,33,Good,Low,1,No,80000+,84624.15874
Sedan,3,223072,90,2875,33,16.7,12.57,43,36,Good,Medium,5,No,50000-80000,56582.04089
SUV,9,136523,93,802,27,12.1,12.56,32,32,Good,Low,4,Yes,80000+,100175.3302
Hatchback,11,116292,90,1131,38,20.8,12.38,34,36,Critical,Medium,5,No,25000-50000,36623.53085
SUV,10,9727,94,3344,29,10.6,12.58,37,30,Good,High,4,No,50000-80000,77244.49796
Sedan,9,88193,90,3196,25,12.3,12.01,26,36,Good,Low,3,No,80000+,98626.63044
Hatchback,12,128586,87,2878,42,20.8,11.77,34,35,Good,Medium,10,No,80000+,90123.68268
SUV,12,46234,91,2407,27,9.7,12.13,25,28,Good,Low,10,No,80000+,97362.22357
Truck,8,127853,112,3087,16,9.8,12.53,27,29,Moderate,Low,10,No,3000-10000,7300.952373
SUV,6,162214,90,3442,38,11.5,12.6,31,32,Good,Medium,9,No,80000+,90735.35028
SUV,8,191022,94,1304,22,6.8,12.35,31,34,Moderate,Low,12,Yes,25000-50000,36360.53248
Hatchback,12,74956,94,2209,31,19.8,12.6,28,28,Good,Low,5,No,80000+,93621.56084
Hatchback,9,153037,94,2061,35,18.8,11.97,27,35,Good,High,3,No,25000-50000,25034.97663
Hatchback,11,146541,93,656,39,15.6,12.22,43,31,Critical,Medium,2,No,50000-80000,60628.41312
Hatchback,2,193470,88,2575,33,20.1,12.1,32,34,Good,Medium,12,No,25000-50000,36021.66784
SUV,12,102162,101,1144,36,8,12.64,34,32,Good,Medium,6,No,80000+,98750.37768
Hatchback,3,7230,86,1796,36,14.2,11.79,42,36,Good,Low,2,No,80000+,100948.9393
SUV,5,72115,107,2349,31,11.9,12.37,44,28,Moderate,Medium,9,No,25000-50000,30214.24377
Truck,12,222692,94,1147,21,9.1,11.92,30,29,Good,Low,1,Yes,25000-50000,39926.18887
Truck,11,182647,103,1994,27,6.6,12.21,26,35,Good,Low,6,No,50000-80000,64257.01486
Hatchback,10,215810,92,2472,41,18.6,12.14,44,28,Worn,High,9,Yes,25000-50000,47072.46649
Truck,3,32567,106,993,31,7.4,12.32,25,31,Good,Medium,4,No,10000-25000,22864.20556
Truck,11,126638,108,2847,21,9,11.87,33,33,Worn,Medium,12,No,0-3000,75.18087811
SUV,4,72535,105,1543,41,11.4,11.82,39,33,Worn,Low,3,No,80000+,97764.69512
Sedan,2,103152,95,1129,45,14.1,12,36,35,Good,Low,2,Yes,80000+,95551.23312
SUV,2,196639,98,1934,35,11.4,12.41,27,32,Moderate,Low,5,Yes,50000-80000,79659.30123
Truck,3,19603,111,2791,33,5.5,12.13,31,30,Good,Low,1,Yes,25000-50000,26737.11458
Hatchback,7,229205,93,1723,37,16.5,12.11,36,35,Good,High,1,No,50000-80000,63568.99181
SUV,11,41698,101,854,40,10.1,12.32,44,35,Good,Medium,8,No,80000+,97782.52251
Truck,1,110084,101,1284,21,6,12.19,34,35,Good,Medium,4,No,10000-25000,23423.93753
Truck,4,225998,106,646,30,7.6,12.41,32,35,Worn,Low,7,No,10000-25000,16298.71678
Sedan,1,201790,94,2337,42,14.2,11.73,29,35,Critical,Low,4,No,50000-80000,79281.07268
Hatchback,3,88963,91,1397,36,16.1,12.34,26,32,Worn,Medium,11,Yes,25000-50000,36951.24592
SUV,1,113042,100,1084,36,12.7,11.72,37,33,Moderate,High,1,No,50000-80000,63475.14031
Hatchback,10,236507,87,1866,42,15.1,12.35,27,33,Good,Medium,11,Yes,25000-50000,30732.51213
Truck,11,167228,112,2717,33,6.8,12.66,29,33,Critical,Low,5,No,3000-10000,7194.08935
Hatchback,1,108663,92,2575,32,20,11.84,44,34,Good,Medium,3,No,50000-80000,64041.38414
Truck,1,36200,96,1734,19,7.2,11.99,38,29,Good,Low,1,No,25000-50000,25348.98118
Truck,8,89103,112,3174,33,6.5,12.67,39,29,Good,Low,11,No,10000-25000,11089.70666
SUV,1,25629,94,1285,35,10.2,12.49,39,33,Good,Low,2,No,80000+,88028.52451
Hatchback,9,91341,87,960,45,20.5,11.88,40,32,Moderate,Medium,7,No,50000-80000,52389.05007
Hatchback,11,47493,94,2930,32,21.8,12.21,30,28,Good,High,2,No,50000-80000,58782.96724
Hatchback,8,170929,88,2120,36,22.1,12.13,44,29,Moderate,Low,4,No,80000+,86379.21617
Truck,10,31643,102,2441,22,8.3,12.66,42,32,Good,Low,10,No,50000-80000,71663.82252
Sedan,3,238704,84,2997,36,13.8,12.28,37,30,Good,Low,11,Yes,50000-80000,53821.77646
Sedan,2,110523,85,2850,31,17.7,12.64,27,30,Good,High,9,No,25000-50000,49556.76184
Sedan,4,28497,93,863,42,12.3,12.57,40,29,Good,Low,1,No,80000+,95621.44836
SUV,3,186114,89,2307,39,9.9,12.03,41,32,Worn,High,4,Yes,25000-50000,40214.94297
Hatchback,7,195378,95,1774,40,14.6,12.7,45,35,Good,Medium,11,No,25000-50000,46627.70807
Truck,6,92963,102,3288,35,8.9,12.59,29,30,Good,Low,4,No,50000-80000,72917.07698
SUV,2,105144,99,759,42,11.1,12.33,37,36,Worn,Low,9,Yes,50000-80000,59308.0911
